com.google.javascript.jscomp.DiagnosticType:131	1.0 0.0 0.7071067811865475
com.google.javascript.jscomp.CheckAccessControls:465	1.0 5.0 0.2886751345948129
com.google.javascript.jscomp.CheckAccessControls:297	2.0 69.0 0.16783627165933782
com.google.javascript.jscomp.CheckAccessControls:298	2.0 69.0 0.16783627165933782
com.google.javascript.jscomp.TypedScopeCreator:1535	1.0 42.0 0.10783277320343841
com.google.javascript.jscomp.FunctionTypeBuilder:355	2.0 219.0 0.09513029883089881
com.google.javascript.jscomp.parsing.JsDocInfoParser:409	2.0 303.0 0.0809776330178916
com.google.javascript.jscomp.TypedScopeCreator:1501	1.0 128.0 0.062257280636469035
com.google.javascript.jscomp.TypedScopeCreator:1513	1.0 134.0 0.06085806194501846
com.google.javascript.jscomp.TypedScopeCreator:1518	1.0 134.0 0.06085806194501846
com.google.javascript.jscomp.TypedScopeCreator:1498	1.0 193.0 0.05076730825668096
com.google.javascript.jscomp.TypedScopeCreator:1499	1.0 193.0 0.05076730825668096
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:198	2.0 811.0 0.04959863506434428
com.google.javascript.jscomp.FunctionTypeBuilder:359	1.0 219.0 0.04767312946227962
com.google.javascript.jscomp.TypedScopeCreator:1492	2.0 899.0 0.04711428474315455
com.google.javascript.jscomp.TypedScopeCreator:1493	2.0 899.0 0.04711428474315455
com.google.javascript.jscomp.TypedScopeCreator:1497	2.0 899.0 0.04711428474315455
com.google.javascript.jscomp.TypedScopeCreator:1509	2.0 899.0 0.04711428474315455
com.google.javascript.jscomp.TypedScopeCreator:636	1.0 230.0 0.046524210519923545
com.google.javascript.jscomp.TypedScopeCreator:1177	1.0 240.0 0.04554875186742769
com.google.javascript.jscomp.TypedScopeCreator:468	2.0 986.0 0.04499212706658475
com.google.javascript.jscomp.TypedScopeCreator:1091	2.0 1012.0 0.04441155916843276
com.google.javascript.jscomp.TypedScopeCreator:1092	2.0 1012.0 0.04441155916843276
com.google.javascript.jscomp.TypedScopeCreator:1172	1.0 283.0 0.041959067914834454
com.google.javascript.jscomp.TypedScopeCreator:465	2.0 1193.0 0.04091014748646131
com.google.javascript.jscomp.TypedScopeCreator:466	2.0 1193.0 0.04091014748646131
com.google.javascript.jscomp.TypedScopeCreator:1366	1.0 360.0 0.03721614637823934
com.google.javascript.jscomp.Scope:206	2.0 1505.0 0.036429932929822974
com.google.javascript.jscomp.TypedScopeCreator:1160	2.0 1584.0 0.03551104121142175
com.google.javascript.jscomp.TypedScopeCreator:1165	1.0 407.0 0.03500700210070024
com.google.javascript.jscomp.TypedScopeCreator:749	1.0 428.0 0.03413943709994594
com.google.javascript.jscomp.TypedScopeCreator:745	1.0 437.0 0.033786868919974296
com.google.javascript.jscomp.DiagnosticGroupWarningsGuard:45	2.0 1898.0 0.03244428422615251
com.google.javascript.jscomp.InferJSDocInfo:159	2.0 1902.0 0.03241018617760822
com.google.javascript.jscomp.TypedScopeCreator:454	2.0 1923.0 0.03223291856101521
com.google.javascript.rhino.jstype.JSTypeRegistry:1443	2.0 1940.0 0.032091527190284
com.google.javascript.jscomp.TypedScopeCreator:1069	2.0 1951.0 0.03200102404915462
com.google.javascript.jscomp.TypedScopeCreator:852	1.0 490.0 0.03191128231363014
com.google.javascript.jscomp.TypedScopeCreator:853	1.0 490.0 0.03191128231363014
com.google.javascript.jscomp.parsing.JsDocTokenStream:71	2.0 1998.0 0.03162277660168379
com.google.javascript.jscomp.TypedScopeCreator:1715	2.0 2068.0 0.03108349360801046
com.google.javascript.jscomp.TypedScopeCreator:1716	2.0 2068.0 0.03108349360801046
com.google.javascript.jscomp.TypedScopeCreator:1783	2.0 2069.0 0.031075988236994853
com.google.javascript.jscomp.TypedScopeCreator:434	2.0 2069.0 0.031075988236994853
com.google.javascript.jscomp.TypedScopeCreator:705	2.0 2069.0 0.031075988236994853
com.google.javascript.rhino.JSDocInfo:95	2.0 2073.0 0.031046021028253316
com.google.javascript.rhino.JSDocInfo:98	2.0 2073.0 0.031046021028253316
com.google.javascript.rhino.JSDocInfo:99	2.0 2073.0 0.031046021028253316
com.google.javascript.rhino.JSDocInfo:102	2.0 2073.0 0.031046021028253316
com.google.javascript.rhino.JSDocInfo:104	2.0 2073.0 0.031046021028253316
com.google.javascript.rhino.JSTypeExpression:100	2.0 2082.0 0.030978910540439487
